ID	LLB	SBI	AFC	LASD	LLSD
mp-762034	2.0	0.8358333333333333	2.4444444444444446	1.9388096707056708	1.9388096707056708
mp-1177698	2.1666666666666665	0.8578959537572255	2.857142857142857	1.9161234706099715	1.9161234706099715
mp-772227	2.5	0.8344683466502764	2.5517241379310347	1.9417651876449948	1.9417651876449948
mp-1222609	6.0	1.0669565217391304	6.0	2.0720219445361208	2.0720219445361208
mp-764445	0.0	0.6523355263157893	2.25	2.225862073714899	2.225862073714899
mp-773139	3.0	0.8987712665406428	3.9375	1.9388150819729817	1.9388150819729817
mp-685863	11.166666666666666	1.1964779874213838	5.125	1.947278020715297	1.947278020715297
mp-1177840	0.0	0.8732947976878613	3.5	2.122350627405336	2.122350627405336
mp-774656	5.2	1.0184310344827587	4.0	2.0274085503936385	2.0274085503936385
mp-754586	12.0	1.3733333333333335	5.6	1.980538051110295	1.980538051110295
mp-1174391	6.857142857142857	1.0600862068965518	6.0	2.0529337182960887	2.0529337182960887
mp-9588	8.5	0.680625	8.0	2.5815189738626394	2.5815189738626394
mp-558310	5.0	1.2612295081967215	3.5	1.9157136034809275	1.9157136034809275
mp-776727	1.0	0.9923267326732677	3.0	1.8951030141065932	1.8951030141065932
mp-757931	0.0	0.7705825242718441	2.4444444444444446	2.121010249226745	2.121010249226745
mp-766534	5.333333333333333	0.97094674556213	3.357142857142857	2.0195040966243645	2.0195040966243645
mp-760145	3.0	0.968076923076923	4.0	1.908169095118891	1.908169095118891
mp-1185368	0.0	0.37857142857142856	8.0	3.0436956480286588	3.0436956480286588
mp-862377	12.0	0.28358974358974365	11.0	2.3820660924141226	2.3820660924141226
mp-1275037	4.0	1.0128965517241375	4.0	1.978689216080685	1.978689216080685
mp-772555	1.0	1.122848837209302	4.214285714285714	2.129678258884903	2.129678258884903
mp-776733	8.333333333333334	1.1557926829268295	3.5	1.9448436058833554	1.9448436058833554
mp-769613	3.0	0.951285956006768	4.0	1.8843462652240026	1.8843462652240026
mp-757925	1.0	0.7724057971014493	3.375	1.998902226551337	1.998902226551337
mp-1210877	7.5	1.1565384615384617	6.0	2.0303324262407783	2.0303324262407783
mp-760151	2.0	1.0867088607594932	4.0	1.9811757233728675	1.9811757233728675
mp-760637	1.0	0.6998029556650245	2.2857142857142856	1.9435541555419	1.9435541555419
mp-1174385	7.2	1.1280794701986754	6.0	2.075087567401515	2.075087567401515
mp-779366	0.0	0.7018611111111113	2.0833333333333335	1.949025661289847	1.949025661289847
mp-756385	4.0	1.0391764705882354	6.0	2.0892276983719493	2.0892276983719493
mp-1176592	0.0	0.7270224719101122	2.3333333333333335	2.032037384849044	2.032037384849044
mp-26248	5.25	1.0198461538461536	3.5	1.931594145174697	1.931594145174697
mp-754592	9.0	1.5558974358974358	6.0	2.006761900458954	2.006761900458954
mp-556301	9.0	1.1568749999999999	6.0	1.9826291824163549	1.9826291824163549
mp-758380	3.6666666666666665	0.861104972375691	3.6	2.0052692117080584	2.0052692117080584
mp-771712	3.0	0.9012195121951219	4.0	1.908620864395	1.908620864395
mp-867555	0.0	0.928983050847458	3.0	1.9898265055681703	1.9898265055681703
mp-773105	0.0	0.7564422110552766	2.9714285714285715	2.00392785187844	2.00392785187844
mp-1222635	5.0	0.45794117647058824	5.0	2.5827574231840944	2.5827574231840944
mp-1185432	0.0	0.24619047619047618	8.0	2.8609201184233366	2.8609201184233366
mp-1185354	0.0	0.5971428571428573	8.0	3.0225204583170795	3.0225204583170795
mp-1111247	0.0	0.966666666666667	2.0	2.9668122327215354	2.9668122327215354
mp-1228318	0.0	1.1881355932203386	3.3333333333333335	2.159060646919449	2.159060646919449
mp-761267	6.0	1.06768	3.2	1.9197459492731976	1.9197459492731976
mp-766508	3.6	1.0307289719626165	4.166666666666667	1.9781391828206254	1.9781391828206254
mp-771074	12.0	1.3371134020618556	5.333333333333333	1.9251333429353579	1.9251333429353579
mp-777405	0.3333333333333333	0.9208310055865921	3.3333333333333335	1.9186672200948367	1.9186672200948367
mp-1644021	2.0	0.8558802395209586	3.142857142857143	1.9356785939069814	1.9356785939069814
mp-1175919	6.666666666666667	1.090576923076923	6.0	2.0614325961299214	2.0614325961299214
mp-867227	9.333333333333334	1.3000000000000003	7.5	2.6338162158089378	2.6338162158089378
mp-771060	0.0	1.1249103942652325	3.9285714285714284	2.0699991656941554	2.0699991656941554
mp-757919	2.0	0.8178835978835978	2.5714285714285716	2.241145741868319	2.241145741868319
mp-759934	0.0	1.124651162790698	3.857142857142857	1.9158200073136133	1.9158200073136133
mp-768531	0.6666666666666666	0.9222253521126762	3.0	1.927390332714406	1.927390332714406
mp-752861	6.0	1.0987593052109181	6.0	2.046420875108258	2.046420875108258
mp-1185340	0.0	0.08	12.0	3.402297570366271	3.402297570366271
mp-772569	2.0	0.8315686274509801	4.333333333333333	2.04678018037712	2.04678018037712
mp-1667834	2.0	0.8335840707964601	4.333333333333333	2.0012040179764012	2.0012040179764012
mp-765015	1.75	0.769321591650359	2.2758620689655173	1.938106451441833	1.938106451441833
mp-1097036	5.333333333333333	0.6429508196721312	4.0	2.3937129242286472	2.3937129242286472
mp-863727	0.0	0.6095238095238095	8.0	2.612532770898176	2.612532770898176
mp-755868	0.0	0.8445528455284551	4.0	1.972006805882196	1.972006805882196
mp-1100438	0.0	0.6777777777777777	7.333333333333333	2.92333370494699	2.92333370494699
mp-1245862	10.666666666666666	0.9585217391304346	6.333333333333333	2.01454659467086	2.01454659467086
mp-1177868	4.0	1.156962025316455	6.0	2.0857499982394443	2.0857499982394443
mp-758394	0.0	0.5977205882352943	2.3333333333333335	2.03857638030632	2.03857638030632
mp-778044	3.0	0.9754166666666669	3.25	1.9261330206821436	1.9261330206821436
mp-771706	2.0	0.9471929824561404	3.2857142857142856	1.933560350978444	1.933560350978444
mp-675212	0.0	0.6326315789473681	2.5	2.185720885936642	2.185720885936642
mp-867541	3.0	0.9468544600938966	4.0	1.852983425013705	1.852983425013705
mp-1008925	4.0	0.6149999999999998	9.0	2.519683771745066	2.519683771745066
mp-782665	3.5	1.1829341317365276	3.3333333333333335	1.8555276255928612	1.8555276255928612
mp-756352	4.0	1.0052873563218392	6.0	2.1064676269816727	2.1064676269816727
mp-531365	2.6666666666666665	0.968896551724138	3.75	1.9626733775625251	1.9626733775625251
mp-759061	4.0	1.0493959731543625	5.25	2.16342709735349	2.16342709735349
mp-560894	0.0	0.95340909090909	3.076923076923077	2.007278206634493	2.007278206634493
mp-3700	4.0	1.1616	3.0	1.9338782254890812	1.9338782254890812
mp-773844	4.0	0.9899492385786804	4.0	1.9890773222486835	1.9890773222486835
mp-1176223	6.888888888888889	1.0800481540930977	6.0	2.061936810749778	2.061936810749778
mp-760186	0.0	0.7999736379613355	2.4	1.9583610919428105	1.9583610919428105
mp-758419	4.4	0.9023595505617973	3.4285714285714284	1.9793717026067745	1.9793717026067745
mp-756434	2.0	0.8350442477876107	4.333333333333333	1.9991604380233077	1.9991604380233077
mp-1174434	6.75	1.100258302583026	6.0	2.0642190176475146	2.0642190176475146
mp-770381	3.6666666666666665	0.986931279620853	4.2	2.044592275063744	2.044592275063744
mp-942702	0.0	0.9285915492957746	3.0	1.8738371355488437	1.8738371355488437
mp-1079676	5.0	0.4249107142857144	3.3333333333333335	1.839965253383081	1.839965253383081
mp-759713	4.5	1.0131578947368425	3.875	2.0225100486889236	2.0225100486889236
mp-1095806	0.0	0.36666666666666664	2.0	2.865641915085637	2.865641915085637
mp-1174420	7.6	1.1341806020066891	6.0	2.0346438565127487	2.0346438565127487
mp-1177129	2.4	0.8504793028322442	3.375	1.9759211415448419	1.9759211415448419
mp-752646	5.666666666666667	1.002801724137931	3.6666666666666665	1.934774525820778	1.934774525820778
mp-772596	3.0	0.904794952681388	4.0	1.8168112652974533	1.8168112652974533
mp-755129	3.0	0.9893076923076924	4.0	1.9461768344390853	1.9461768344390853
mp-754237	4.0	1.014193548387097	5.0	2.2167922807898126	2.2167922807898126
mp-753558	11.6	1.4221518987341777	6.0	1.9667438213080604	1.9667438213080604
mp-1176237	6.888888888888889	1.0874758842443728	6.0	2.0529376351482598	2.0529376351482598
mp-1177897	2.0	1.0196153846153844	4.0	1.9665758473552888	1.9665758473552888
mp-774681	4.0	1.1308502024291498	6.0	2.0797077214162463	2.0797077214162463
mp-1301775	4.0	1.000392156862745	5.25	2.0803912655988785	2.0803912655988785
mp-1205261	1.5	0.6006060606060596	2.3636363636363638	2.0343709582032092	2.0343709582032092
mp-774859	2.0	0.8489189189189189	3.2	2.124054021132105	2.124054021132105
mp-17056	0.0	0.9657613168724279	3.0	1.94959372856414	1.94959372856414
mp-1174346	7.6	1.1111764705882357	6.0	2.0426977848733427	2.0426977848733427
mp-776096	3.0	0.9657550335570471	4.0	1.8744569038441683	1.8744569038441683
mp-759075	4.222222222222222	1.0009688013136289	3.675675675675676	1.9584475862796014	1.9584475862796014
mp-1211214	0.0	0.9657954545454543	3.076923076923077	1.9875550150416106	1.9875550150416106
mp-777388	0.0	0.8727436823104692	2.5	1.944326820518207	1.944326820518207
mp-35591	4.0	0.514074074074074	6.0	2.6994933839261703	2.6994933839261703
mp-1175058	7.142857142857143	1.0862955032119914	6.0	2.0417879492065154	2.0417879492065154
mp-1176579	4.0	0.5325000000000001	5.0	2.453852540122004	2.453852540122004
mp-753216	0.0	0.9607142857142857	4.5	1.8902012223369136	1.8902012223369136
mp-754579	4.0	1.153448275862069	4.5	1.9209510471759177	1.9209510471759177
mp-1096499	0.0	0.8066666666666668	2.0	2.7083565755828	2.7083565755828
mp-1641824	3.0	0.9454545454545451	5.0	2.0900618594940004	2.0900618594940004
mp-1177667	5.333333333333333	0.9503952569169961	3.357142857142857	2.018739278607291	2.018739278607291
mp-774871	1.6	0.9144201312910284	3.75	2.0802790839974814	2.0802790839974814
mp-760804	6.0	1.2301724137931034	3.5	1.9234424917947477	1.9234424917947477
mp-6644	0.0	0.9474418604651165	4.666666666666667	2.0979132752653955	2.0979132752653955
mp-867596	2.0	0.9295588235294118	2.6666666666666665	2.0229563413816987	2.0229563413816987
mp-771909	1.0	0.8976094276094275	3.0625	1.9698505845662533	1.9698505845662533
mp-557962	0.0	0.8024137931034482	5.666666666666667	2.457235209209858	2.457235209209858
mp-1175716	6.666666666666667	1.0922508038585208	6.0	2.079446816358088	2.079446816358088
mp-758425	4.5	0.9961087420042645	3.5	2.0120282609256397	2.0120282609256397
mp-757716	0.0	0.84070796460177	2.4	1.9425200834771825	1.9425200834771825
mp-756408	11.333333333333334	1.1248314606741574	5.333333333333333	1.9239489880455762	1.9239489880455762
mp-998230	0.0	0.7277551020408164	3.0	2.5073920239914598	2.5073920239914598
mp-1174408	7.5	1.0715867158671586	6.0	2.0351147126280913	2.0351147126280913
mp-17718	6.0	1.2871232876712326	6.0	1.925679723687783	1.925679723687783
mp-1111284	0.0	0.9666666666666668	2.0	3.1681824225543487	3.1681824225543487
mp-1177101	10.0	1.557540983606557	6.0	2.00063322551619	2.00063322551619
mp-780728	2.0	1.1967857142857148	3.0	1.9700139174590263	1.9700139174590263
mp-1316547	6.0	1.076760124610592	6.0	2.100632664244441	2.100632664244441
mp-1185397	0.0	0.8533333333333334	8.0	3.063993546865135	3.063993546865135
mp-753570	3.0	0.7783980582524272	4.0	2.1775712488406644	2.1775712488406644
mp-1280525	4.0	0.9003311258278147	4.0	1.933489828968806	1.933489828968806
mp-757702	3.0	1.0087694974003463	4.0	1.880190992545202	1.880190992545202
mp-759049	0.0	1.1133333333333333	3.8333333333333335	1.9151672761123812	1.9151672761123812
mp-9563	8.0	0.8754545454545456	9.0	2.8806425928918578	2.8806425928918578
mp-867582	3.0	0.8719476268412436	3.5	2.0759694287820274	2.0759694287820274
mp-758357	3.3333333333333335	0.8526388888888891	2.875	1.9983909282715109	1.9983909282715109
mp-1211228	2.6666666666666665	1.010724233983287	3.888888888888889	1.9710572022310286	1.9710572022310286
mp-851030	6.0	0.9456218905472636	4.0	2.045703049887348	2.045703049887348
mp-1175064	7.142857142857143	1.1068763557483734	6.0	2.018752784104295	2.018752784104295
mp-1020059	2.0	0.7447692307692311	4.0	2.0672215718794846	2.0672215718794846
mp-768294	3.0	0.9244551282051284	4.571428571428571	1.867952123499	1.867952123499
mp-753202	10.8	1.3120720720720718	4.0	1.9106310699201714	1.9106310699201714
mp-1193287	1.0	0.8865454545454546	3.6923076923076925	1.9769544053402526	1.9769544053402526
mp-1177673	2.0	0.8031002331002329	3.391304347826087	1.9796082740886745	1.9796082740886745
mp-760347	6.0	1.163782051282051	6.0	2.1361272298318017	2.1361272298318017
mp-778508	3.0	0.8953085553997193	2.7916666666666665	1.9194974097889073	1.9194974097889073
mp-770154	4.0	0.9825362318840575	4.2	2.0150788326010134	2.0150788326010134
mp-1029294	2.0	0.5834408602150538	4.0	2.0915881977977255	2.0915881977977255
mp-776243	0.0	0.7833427762039663	2.3333333333333335	1.9032608798352655	1.9032608798352655
mp-756193	4.0	0.9123076923076923	4.0	1.9510634940601679	1.9510634940601679
mp-766050	0.0	0.7607407407407406	2.25	1.8974468478983555	1.8974468478983555
mp-1246199	8.0	0.7819354838709672	6.5	2.027583362792974	2.027583362792974
mp-770632	8.0	1.2409230769230768	4.0	1.9781193621581175	1.9781193621581175
mp-1114667	0.0	1.3010526315789472	2.0	2.6054147992383148	2.6054147992383148
mp-754784	3.0	0.9540196078431371	4.0	1.8703014244536709	1.8703014244536709
mp-1100612	6.888888888888889	1.0980681818181819	6.0	2.05043082240148	2.05043082240148
mp-976114	6.0	0.6271428571428572	8.0	2.8855516116466746	2.8855516116466746
mp-862613	0.0	0.41190476190476194	8.0	3.4217564350674277	3.4217564350674277
mp-765559	2.0	1.0308510638297874	2.5	2.0168444682576068	2.0168444682576068
mp-1100606	6.888888888888889	1.0848154093097915	6.0	2.058676188202507	2.058676188202507
mp-1176790	3.7777777777777777	0.9838900203665991	3.911111111111111	1.9793224265058074	1.9793224265058074
mp-762222	6.0	1.085090909090909	3.75	1.9029859179187494	1.9029859179187494
mp-1176948	2.6666666666666665	0.8355409631019386	2.5689655172413794	1.961772310779943	1.961772310779943
mp-779164	3.0	0.8904728546409808	4.0	1.8746206768516354	1.8746206768516354
mp-756187	2.0	0.69375	6.0	2.493839013264697	2.493839013264697
mp-766044	0.0	0.8976799999999998	6.857142857142857	1.9603443905419449	1.9603443905419449
mp-1174187	6.0	1.0929878048780488	6.0	2.1222263087112583	2.1222263087112583
mp-1175299	7.142857142857143	1.1187931034482756	6.0	2.090560439453498	2.090560439453498
mp-770626	4.0	0.8819488817891378	4.0	2.0982667159376054	2.0982667159376054
mp-760353	0.0	0.8897354497354494	2.2857142857142856	1.9318876847565127	1.9318876847565127
mp-756839	4.0	1.104260355029586	6.0	2.125270777876187	2.125270777876187
mp-769411	6.666666666666667	1.0889240506329116	4.666666666666667	1.9448961617861358	1.9448961617861358
mp-779602	1.3333333333333333	0.6715105740181265	2.1379310344827585	1.9070256744251946	1.9070256744251946
mp-753941	2.0	0.8963809523809526	4.333333333333333	2.0359114930287565	2.0359114930287565
mp-752487	3.0	1.1948314606741572	3.625	1.9420304349988722	1.9420304349988722
mp-1096116	0.0	0.35666666666666663	2.0	2.7201429260933923	2.7201429260933923
mp-1644223	6.857142857142857	1.1279871520342613	6.0	2.050339458842942	2.050339458842942
mp-1174811	7.0	1.124453125	6.0	2.0699699988081535	2.0699699988081535
mp-756811	6.0	0.7093333333333333	5.0	2.455736455276345	2.455736455276345
mp-531826	7.5	1.0871153846153856	6.0	2.133796556339844	2.133796556339844
mp-558890	0.0	0.8515527950310557	2.2	1.940696819393326	1.940696819393326
mp-974059	0.0	0.4	8.0	3.1473216484019413	3.1473216484019413
mp-776519	3.0	0.9765957446808508	4.0	1.8821785790586247	1.8821785790586247
mp-753969	4.0	1.0537735849056602	3.0	2.017910080177268	2.017910080177268
mp-765203	9.090909090909092	1.1059696458684656	5.375	1.9723452678533242	1.9723452678533242
mp-1222351	0.0	0.8125954198473286	3.0	2.051261877022534	2.051261877022534
mp-5832	0.0	0.742348484848486	2.8	1.9998137155246802	1.9998137155246802
mp-705291	0.0	0.7967441860465118	2.857142857142857	2.042213024191505	2.042213024191505
mp-763114	4.0	1.0194701986754966	5.25	2.1446284214705007	2.1446284214705007
mp-765565	4.0	1.0279813664596276	5.25	1.993764300354811	1.993764300354811
mp-1176960	2.6666666666666665	0.8877973568281935	3.5	2.0785189323304194	2.0785189323304194
mp-775776	9.0	1.3754237288135593	4.0	1.961654784350414	1.961654784350414
mp-1101530	0.0	0.7968316831683169	2.5714285714285716	1.9603816730801589	1.9603816730801589
mp-996962	6.0	0.9749999999999999	4.0	2.04354722265595	2.04354722265595
mp-7943	8.0	0.7384615384615387	8.0	2.6698062259964606	2.6698062259964606
mp-768041	2.0	0.9141754385964913	4.0	2.161033742968433	2.161033742968433
mp-32017	2.0	0.8834230769230766	2.8125	1.985615709619437	1.985615709619437
mp-758182	4.333333333333333	0.956162601626016	3.888888888888889	2.031036737428727	2.031036737428727
mp-867743	0.0	0.8846808510638298	3.0	1.830739035504279	1.830739035504279
mp-1652333	2.0	0.8329739776951672	3.5	1.9889581098527114	1.9889581098527114
mp-766078	1.0	0.814125	2.7916666666666665	2.0017572203460388	2.0017572203460388
mp-1093734	0.0	0.93	2.0	3.590827736780016	3.590827736780016
mp-778246	1.0	0.8067499999999999	2.6666666666666665	2.004928107277112	2.004928107277112
mp-1206595	6.0	0.5149999999999999	6.0	2.718551737603288	2.718551737603288
mp-763100	0.0	0.9973469387755104	2.5	1.9256741965750523	1.9256741965750523
mp-29345	0.0	1.143571428571429	3.0	2.9779854944408948	2.9779854944408948
mp-1222423	0.0	0.949902912621359	3.5	2.056949581724859	2.056949581724859
mp-1176974	2.6666666666666665	0.8949887133182851	3.5	2.104590099450103	2.104590099450103
mp-27368	4.8	0.7266129032258064	7.3	2.7373076281292024	2.7373076281292024
mp-1101524	0.0	0.6902280130293158	3.3333333333333335	2.24516944731629	2.24516944731629
mp-1222345	2.0	0.8783999999999997	4.0	2.0855621833033102	2.0855621833033102
mp-26710	1.0	0.7248404255319151	2.2857142857142856	2.0059587589598475	2.0059587589598475
mp-25219	4.0	1.2703937007874013	4.333333333333333	1.9562617089157626	1.9562617089157626
mp-768733	1.3333333333333333	0.8366008771929826	2.9285714285714284	1.9791909114211144	1.9791909114211144
mp-771262	4.0	1.1414314516129034	6.0	2.107766515712277	2.107766515712277
mp-758828	2.0	0.9120547945205482	3.5	2.016760829601889	2.016760829601889
mp-540013	0.0	0.6188259109311741	2.5	2.055855024937218	2.055855024937218
mp-777820	4.0	0.960392156862745	5.25	2.1151714645045385	2.1151714645045385
mp-771289	5.333333333333333	1.0311194029850748	4.3076923076923075	2.0033325943452107	2.0033325943452107
mp-759505	3.0	0.9331170886075946	4.0	1.8557985138383795	1.8557985138383795
mp-756636	2.0	0.8567307692307692	4.333333333333333	2.0303783534801094	2.0303783534801094
mp-849333	2.0	1.0020942408376963	3.7777777777777777	1.9520162484653305	1.9520162484653305
mp-8331	10.0	0.6162499999999999	7.578947368421052	2.6293589900649237	2.6293589900649237
mp-1193913	6.0	0.9751219512195125	3.6923076923076925	1.919141366671093	1.919141366671093
mp-1176021	6.666666666666667	1.091412520064205	6.0	2.055439718328441	2.055439718328441
mp-780516	0.0	0.8208126036484242	2.75	2.048077891699565	2.048077891699565
mp-781608	0.0	0.9364870466321242	3.3333333333333335	1.9115578898711842	1.9115578898711842
mp-753996	2.0	1.216771653543307	4.0	1.8498776318359629	1.8498776318359629
mp-1307674	6.0	1.1016806722689076	6.0	1.9688561549527097	1.9688561549527097
mp-26923	2.0	0.8347191011235957	3.2	2.0912012489201133	2.0912012489201133
mp-1245453	2.0	0.622857142857143	4.0	2.023764632468784	2.023764632468784
mp-17240	6.0	1.2612925170068028	4.5	1.9103739067580523	1.9103739067580523
mp-754747	4.0	1.0837438423645318	3.75	1.9050369520795296	1.9050369520795296
mp-753028	4.0	1.0560389610389613	5.25	2.136014296063036	2.136014296063036
mp-1176747	2.0	0.9304622871046228	4.0	2.035666126948485	2.035666126948485
mp-1293773	3.0	1.049174311926606	5.0	2.1288505195270777	2.1288505195270777
mp-540946	1.6666666666666667	0.72974358974359	2.4166666666666665	2.0697486574735335	2.0697486574735335
mp-759263	1.3333333333333333	0.7483185840707968	2.375	1.964860993428416	1.964860993428416
mp-1174150	7.333333333333333	1.1265873015873016	6.0	2.0564830951126987	2.0564830951126987
